内部ID,平均油耗,平均点火正时,平均节气门开合角度,平均进气温度,平均空气流量,平均电瓶电压,平均冷却液水温,入库时间
352016850081381,0,-2.5,1.17,52,1,17.6,104,7/1/14
352016850081381,8.89,2.5,.61,54,1,18.3,91,7/5/14
352016850081381,8.89,10.5,.61,50,1,18.3,93,7/5/14
352016850081381,13.2,3,-.39,45,1,18.5,99,7/4/14
352016850081381,20.43,4.5,.61,32,1,18.7,47,7/3/14
352016850081381,15.53,16,-.39,31,1,18.6,58,7/3/14
352016850081381,12.52,23,.61,29,1,18.6,75,7/3/14
352016850081381,11.6,22.5,-.63,29,1,18.6,85,7/3/14
352016850081381,10.97,7.5,.61,29,1,18.6,94,7/3/14
352016850081381,9.72,23,.05,29,1,18.5,97,7/3/14
352016850081381,9.44,26,-.63,29,1,18.6,98,7/3/14
352016850081381,8.91,11,-.95,33,1,18.5,91,7/5/14
352016850081381,8.8,-3.5,.05,33,1,18.6,92,7/5/14
352016850081381,8.8,-2,-.39,33,1,18.6,95,7/5/14
352016850081381,8.76,0,-.59,35,1,18.6,92,7/6/14
352016850081381,13.81,13.5,-.07,38,1,18.2,94,7/6/14
352016850081381,13.29,-4.5,.61,32,1,18.6,91,7/10/14
352016850081381,12.81,14,-1.07,37,1,18.6,90,7/10/14
352016850081381,16.71,12.5,-.07,27,1,18.6,67,7/10/14
352016850081381,12.67,3,-.63,39,1,18.6,91,7/10/14
352016850081381,12.55,6,.05,40,1,18.6,93,7/10/14
352016850081381,12.99,14,.05,35,1,18.6,90,7/10/14
352016850081381,12.27,7.5,-1.19,42,1,18.6,93,7/10/14
352016850081381,14.25,21,.61,29,1,17.5,94,7/10/14
352016850081381,13.49,33,.05,29,1,17.5,97,7/10/14
352016850081381,9.31,28,-.95,30,1,18.6,92,7/11/14
352016850081381,8.85,24.5,.05,30,1,18.6,97,7/11/14
352016850081381,8.66,37,-.95,29,1,18.6,98,7/11/14
352016850081381,8.36,20,.37,29,1,18.5,100,7/11/14
352016850081381,8.24,-1.5,-.95,29,1,18.6,99,7/11/14
352016850081381,13.49,-2,-.39,29,1,18.6,91,7/10/14
352016850081381,21.39,.5,.61,35,1,18.6,44,7/11/14
352016850081381,16.36,-3,-.39,29,1,17.5,73,7/17/14
352016850081381,16.64,8.5,.61,29,1,17.6,65,7/17/14
352016850081381,14.68,3.5,-.71,29,1,17.5,60,7/16/14
352016850081381,13.91,-5.5,-.39,29,1,17.5,68,7/16/14
352016850081381,13.41,-3,.61,29,1,17.9,75,7/16/14
352016850081381,11.52,-2,.61,33,1,18.6,61,7/15/14
352016850081381,8.52,5,-.39,32,1,18.6,101,7/15/14
352016850081381,12.41,23,.93,44,1,18.3,72,7/16/14
352016850081381,8.5,-7,.61,32,1,18.7,105,7/15/14
352016850081381,8.48,3.5,.61,33,1,18.5,107,7/15/14
352016850081381,19.21,11.5,-.07,56,1,18,93,7/15/14
352016850081381,8.47,9,-.95,34,1,18.5,102,7/15/14
352016850081381,16.52,8,.61,33,1,18.7,71,8/2/14
352016850081381,13.26,31,.05,33,1,18.6,82,8/2/14
352016850081381,11.43,28.5,.05,32,1,18.2,91,8/2/14
352016850081381,10.32,15.5,-.07,32,1,17.6,93,8/2/14
352016850081381,11.15,23,.61,38,1,17.5,95,8/2/14
352016850081381,8.14,0,-.39,39,1,18.6,94,8/1/14
352016850081381,11.24,-1.5,.61,42,1,18.2,107,8/2/14
352016850081381,11.34,6,.05,42,1,18.4,107,8/2/14
352016850081381,10.9,1,-.39,54,1,18.2,98,8/2/14
352016850081381,10.86,8.5,.61,56,1,18.4,98,8/2/14
352016850081381,10.7,10,1.05,56,1,18.3,100,8/2/14
352016850081381,10.03,-6,.05,38,1,18,107,8/1/14
352016818128522,17.2,17,-.84,46,1,17.8,105,7/31/14
352016818128522,19.81,19,.48,55,1,17.1,93,7/30/14
352016818128522,22.14,23,.6,55,1,17.2,93,7/30/14
352016818128522,22.13,10.5,.72,43,1,17.6,86,7/31/14
352016818128522,49.73,-4.5,.6,31,1,17.5,60,7/31/14
352016818128522,25,15,.16,56,1,17.3,93,7/30/14
352016818128522,17.35,19,-.84,56,1,17.6,96,7/31/14
352016818128522,20.92,18,.16,55,1,17.1,94,7/30/14
352016818128522,19.3,14.5,.16,55,1,17.1,93,7/30/14
352016818128522,22.65,21,-.84,49,1,17.1,92,7/30/14
352016818128522,18.31,25.5,1.04,46,1,17.5,100,7/31/14
352016818128522,17.54,23.5,1.04,49,1,17.5,92,7/31/14
352016818128522,16.2,20,-.4,54,1,17.7,100,7/31/14
352016818128522,20.05,23.5,-.84,44,1,17.8,95,7/31/14
352016818128522,23.8,22,-.52,55,1,17.1,93,7/30/14
352016818128522,13.93,10.5,.6,55,1,17.5,94,7/30/14
352016818128522,17.17,21,1.16,51,1,17.5,91,7/31/14
352016818128522,12,18,.16,57,1,17.3,97,7/23/14
352016818128522,12.33,13.5,.72,60,1,17.2,93,7/23/14
352016818128522,12.31,13.5,.16,59,1,17.2,93,7/23/14
352016818128522,11.61,17.5,.72,48,1,17.3,103,7/24/14
352016818128522,11.56,27,-.96,46,1,17.3,106,7/24/14
352016818128522,11.55,24,.16,48,1,17.3,103,7/24/14
352016818128522,11.66,6,-.84,61,1,17.2,94,7/23/14
352016818128522,60.42,1,.16,61,1,17.3,92,7/23/14
352016818128522,58.25,2,.16,60,1,17.4,93,7/23/14
352016818128522,12.81,26.5,.04,53,1,17.2,95,7/23/14
352016818128522,12.59,17,-.56,54,1,17.2,95,7/23/14
352016818128522,12.42,19.5,-.08,54,1,17.2,95,7/23/14
352016818128522,20.19,0,.16,64,1,17.1,93,7/23/14
352016818128522,11.48,15,-.84,60,1,17.2,96,7/23/14
352016889385480,8.22,13.5,.97,33,11.42,22.7,95,8/7/14
352016889385480,7.17,4.5,.09,31,10.33,22.7,74,8/7/14
352016889385480,8.09,12,.09,31,14.18,22.7,89,8/7/14
352016889385480,8.12,3,.09,31,8.45,22.7,96,8/7/14
352016889385480,16.37,11,-.03,30,11.59,22.8,47,8/7/14
352016889385480,21.88,7,.41,39,10.6,22.6,98,8/6/14
352016889385480,14.45,12,-.59,48,11.26,22.5,96,8/6/14
352016889385480,20.15,3,.09,42,6.92,22.5,103,8/6/14
352016889385480,11.46,8,.53,34,9.1,22.6,97,8/6/14
352016889385480,15.91,14.5,-.71,32,11.06,22.8,67,8/6/14
352016889385480,12.88,15,-.47,31,10.24,22.7,94,8/6/14
352016889385480,33.09,12,.09,41,10.32,22.4,89,8/6/14
352016889385480,23.95,8,.09,43,8.72,22.6,97,8/6/14
352016889385480,20.88,8.5,-.59,43,9.58,22.5,98,8/6/14
352016889385480,16,9,.09,40,10.1,22.7,98,8/6/14
352016889385480,101.64,4,.09,50,8.69,22.1,80,8/6/14
352016818128522,21.7,12.5,.92,53,1,17.4,97,7/25/14
352016818128522,19.11,7,-.84,52,1,17.4,97,7/25/14
352016818128522,18.17,15,.72,52,1,17.5,98,7/25/14
352016818128522,17.57,7,.48,52,1,17.4,98,7/25/14
352016818128522,17,23.5,.72,52,1,17.5,98,7/25/14
352016818128522,16.76,7.5,.72,53,1,17.4,99,7/25/14
352016818128522,16.22,11.5,-.84,53,1,17.4,100,7/25/14
352016850081381,13.13,8,-.75,31,1,18.3,70,7/31/14
352016850081381,16.16,-2.5,.61,52,1,17.5,98,7/30/14
352016850081381,26.27,0,-.95,52,1,18.2,67,7/30/14
352016850081381,15.75,3.5,.61,53,1,18.1,98,7/30/14
352016850081381,15.75,2,.61,55,1,18.3,100,7/30/14
352016850081381,15.08,.5,-.39,56,1,18.3,99,7/30/14
352016850081381,13.79,32,.93,32,1,18.5,92,7/31/14
352016850081381,11.41,0,-.39,30,1,18.6,85,7/31/14
352016850081381,13.95,12.5,-.95,32,1,18.3,49,7/31/14
352016850081381,13.8,15.5,-.07,31,1,18.6,76,7/30/14
352016850081381,19.63,3.5,.61,32,1,18.7,48,7/30/14
352016850081381,0,-3.5,.61,31,1,18.8,37,7/30/14
352016850081381,17.43,0,-.39,32,1,18.9,59,7/30/14
352016850081381,15.67,2,.61,32,1,18.6,66,7/30/14
352016850081381,16.34,9.5,.81,35,1,18.4,87,7/31/14
352016850081381,9.56,-2.5,.61,38,1,18.6,95,6/3/14
352016850081381,10.06,8,-.95,38,1,18.4,95,6/2/14
352016850081381,15.74,3,.49,41,1,18.5,55,6/2/14
352016850081381,14.17,28.5,.33,38,1,18.6,66,6/2/14
352016850081381,9.32,24,.49,36,1,18.6,92,6/3/14
352016850081381,9.06,12.5,.05,35,1,18.6,88,6/3/14
352016850081381,8.82,14,.61,35,1,18.6,88,6/3/14
352016850081381,8.61,15,.61,35,1,18.5,88,6/3/14
352016850081381,8.44,19.5,-.95,35,1,18.6,88,6/3/14
352016850081381,13.91,7,.49,32,1,17.5,90,6/7/14
352016850081381,15.76,8,-1.07,46,1,18.2,65,6/5/14
352016850081381,12.06,-3.5,1.17,34,1,17.9,100,6/7/14
352016850081381,11.45,4,-.39,34,1,17.6,99,6/7/14
352016850081381,9.64,26,.05,38,1,17.5,94,6/6/14
352016850081381,9.53,15,.61,36,1,17.5,94,6/6/14
352016850081381,9.29,37,.61,35,1,17.5,89,6/6/14
352016850081381,9.11,2,-.39,34,1,17.5,90,6/6/14
352016850081381,11.41,4,.61,51,1,18.3,94,6/6/14
352016850081381,10.08,-3,-.95,48,1,18.2,93,6/6/14
352016850081381,10.12,8,-.51,46,1,18.2,95,6/6/14
352016850081381,10.52,0,-.39,45,1,18.2,95,6/6/14
352016850081381,10.19,16.5,.49,44,1,18.2,92,6/6/14
352016850081381,10.16,-3,-.39,44,1,18.2,95,6/6/14
352016850081381,10.16,-2,.61,45,1,17.9,93,6/6/14
352016850081381,7.45,5.5,.61,27,1,17.5,99,6/5/14
352016850081381,6.6,-8.5,.61,27,1,17.5,99,6/5/14
352016850081381,6.77,-3,1.17,38,1,18.6,107,6/5/14
352016850081381,13.99,16.5,.49,30,6.41,18.6,74,6/12/14
352016850081381,12.07,7.5,-.39,28,7.28,18,81,6/12/14
352016850081381,10.47,12,.05,28,6.17,18,81,6/12/14
352016850081381,9.94,14.5,.61,28,8.79,17.7,81,6/12/14
352016850081381,16.56,24,1.05,35,4.17,19,43,6/12/14
352016850081381,9.71,24.5,-.63,31,7.84,19.1,66,6/12/14
352016850081381,9.2,11,-.39,35,4.33,17.5,89,6/12/14
352016850081381,13.01,8.5,.05,32,4.76,18.9,82,6/12/14
352016850081381,10.86,19.5,.05,34,3.78,18.5,84,6/12/14
352016850081381,9.56,18,.05,36,5.82,18.3,87,6/12/14
352016850081381,6.57,22,1.05,31,4.12,18.1,84,6/12/14
352016850081381,10.91,23,-.51,28,6.04,17.3,81,6/12/14
352016850081381,7.6,3,.49,27,7.49,17.8,81,6/12/14
352016850081381,7.26,14,-.07,27,6.41,18.1,81,6/12/14
352016850081381,7.76,8.5,-.63,39,14.45,18.9,82,6/22/14
352016850081381,6.37,5,.61,39,4.02,18.4,82,6/22/14
352016850081381,6.32,18,-.51,41,5.56,18.5,82,6/22/14
352016850081381,6.33,15.5,-.95,43,9.23,18.9,82,6/22/14
352016850081381,6.33,14,.05,41,6.67,18.8,82,6/22/14
352016850081381,6.36,19.5,-.51,37,7.71,18.2,81,6/22/14
352016850081381,6.34,23.5,-1.07,40,6.92,18.7,82,6/22/14
352016850081381,6.32,11.5,-.07,41,6.18,18.5,82,6/22/14
352016850081381,6.31,20.5,.05,41,5.4,17.9,82,6/22/14
352016850081381,28.61,31.5,.93,25,6.56,19.2,35,6/24/14
352016850081381,18.35,28.5,-.51,25,8.29,19.2,53,6/24/14
352016850081381,15.42,29,.05,26,4.78,18.1,65,6/24/14
352016850081381,82.16,18.5,1.05,34,3.79,18.7,64,6/24/14
352016850081381,6.76,23,-.51,31,5.98,17.6,81,6/23/14
352016850081381,6.6,19.5,.93,30,8.91,17.9,81,6/23/14
352016850081381,6.47,18,-.51,29,6.76,17.3,81,6/23/14
352016850081381,6.34,10,.13,30,9.23,18.2,82,6/23/14
352016850081381,15.99,14.5,.49,40,1,18.7,97,6/30/14
352016889385480,15.41,3.5,.09,36,9.19,22.7,86,8/6/14
352016889385480,15.37,4,.09,37,8.76,22.6,93,8/6/14
352016889385480,14.95,1.5,.09,39,10.55,22.6,96,8/6/14
352016818128522,14.69,9,-.84,51,1,17.4,104,7/25/14
352016818128522,14.68,23,-.84,50,1,17.5,103,7/25/14
352016818128522,14.67,23,.16,51,1,17.4,100,7/25/14
352016818128522,14.66,28,1.16,50,1,17.4,100,7/25/14
352016818128522,14.65,30.5,1.16,49,1,17.4,98,7/25/14
352016818128522,14.64,23,-.08,46,1,17.5,98,7/25/14
352016818128522,27.64,6,.16,53,1,17.1,90,7/23/14
352016850081381,10.54,1,.61,43,1,18.4,101,7/15/14
352016850081381,10.58,-1,-.39,49,1,18.6,98,7/15/14
352016850081381,16.94,19,-.95,50,1,18.3,92,7/15/14
352016850081381,9.77,1,.97,35,1,18.6,95,7/16/14
352016850081381,13.36,20,-.15,42,1,18.3,96,7/16/14
352016850081381,10.97,26,-1.07,36,1,18.6,100,7/16/14
352016850081381,9.11,27.5,-.95,33,1,18.6,93,7/16/14
352016850081381,8.66,19,.93,32,1,18.6,91,7/16/14
352016850081381,8.37,-4,.61,32,1,18.6,96,7/16/14
352016850081381,7.82,12,1.17,41,1,18.2,93,7/15/14
352016850081381,17.78,-4.5,-1.07,28,1,18.8,33,7/17/14
352016850081381,18.43,1.5,-.39,29,1,17.6,57,7/17/14
352016850081381,15.25,12.5,-.95,29,1,17.4,79,7/17/14
352016850081381,18.84,5.5,.81,29,1,18.5,46,7/17/14
352016850081381,11.94,17,-.51,44,1,18.5,93,7/18/14
352016850081381,15.65,-1.5,.61,33,1,18.6,37,7/1/14
352016850081381,14.8,0,-.39,32,1,19,62,7/1/14
352016850081381,13.8,4.5,.61,31,1,18.6,71,7/1/14
352016850081381,11.99,6.5,.61,29,1,18.6,90,7/1/14
352016850081381,11.4,12,.05,28,1,18.6,97,7/1/14
352016850081381,10.2,26.5,-.95,28,1,18.6,99,7/1/14
352016850081381,9.92,9,.93,27,1,18.5,99,7/1/14
352016850081381,9.49,18.5,.05,27,1,18.6,98,7/1/14
352016850081381,9.33,6.5,-.39,27,1,18.6,99,7/1/14
352016850081381,15.62,7,.61,33,1,19,50,7/1/14
352016850081381,14.85,-9.5,-.95,30,1,18.7,36,7/2/14
352016850081381,16.14,2.5,.61,30,1,18.3,50,7/2/14
352016850081381,38.66,5.5,.61,27,1,18.8,29,7/1/14
352016850081381,17.59,7,-.39,27,1,19.1,65,7/1/14
352016850081381,13.57,6,.61,47,1,18.2,100,7/4/14
352016850081381,12.52,13,1.05,43,1,18.6,99,7/4/14
352016850081381,15.56,3.5,-.95,53,1,18.5,72,7/4/14
352016850081381,13.08,-10,-.39,49,1,17.5,87,7/4/14
352016850081381,11.81,15.5,1.05,29,1,18.8,86,7/5/14
352016850081381,8.62,9.5,.61,30,1,18.7,98,7/5/14
352016850081381,11.58,30,-.51,40,1,18.6,99,7/4/14
352016850081381,10.87,6.5,.61,38,1,18.6,96,7/4/14
352016850081381,7.51,9.5,.61,35,1,18.5,97,7/5/14
352016850081381,7.5,5,.61,36,1,18.7,94,7/5/14
352016850081381,7.5,-1,1.17,38,1,18.3,94,7/5/14
352016850081381,9.2,23,.49,29,1,18.6,98,7/3/14
352016850081381,8.82,-4,.61,29,1,18.6,98,7/3/14
352016850081381,8.67,10.5,.61,29,1,18.6,98,7/3/14
352016850081381,13.83,18,-.95,30,1,18.6,66,7/3/14
352016850081381,8.79,25,.81,28,1,18.6,99,7/9/14
352016850081381,8.57,16.5,-.95,28,1,18.6,99,7/9/14
352016850081381,8.24,19.5,-.95,27,1,18.6,99,7/9/14
352016850081381,24.02,-5,-.95,29,1,18.4,35,7/9/14
352016850081381,15.57,5.5,.09,29,1,18.6,50,7/9/14
352016850081381,13.52,5.5,.41,29,1,18.6,63,7/9/14
352016850081381,9.06,19.5,-.75,28,1,18.6,98,7/9/14
352016850081381,13.1,-1.5,.61,34,1,18.6,90,7/10/14
352016850081381,8.12,7.5,.61,28,1,18.6,99,7/9/14
352016850081381,20.99,5.5,.61,36,1,18.5,45,7/10/14
352016850081381,8.02,5.5,1.09,28,1,18.6,98,7/9/14
352016850081381,12.87,17.5,.61,28,1,17.4,98,7/10/14
352016850081381,12.38,17,-.95,28,1,17.4,99,7/10/14
352016850081381,9.9,-3.5,1.17,27,1,18.2,103,7/10/14
352016850081381,18.34,10.5,.05,34,1,18.6,66,7/10/14
352016850081381,17.01,12,.93,32,1,18.6,76,7/10/14
352016850081381,12.6,0,.21,32,1,17.5,98,7/17/14
352016850081381,11.46,-2,.49,33,1,18.6,99,7/17/14
352016850081381,12.33,-3,1.17,31,1,17.8,94,7/17/14
352016850081381,8.16,-.5,.61,31,1,18.6,100,7/16/14
352016850081381,12.05,2.5,.05,31,1,18.4,36,7/16/14
352016850081381,9.61,9,-.39,32,1,18.4,87,7/16/14
352016850081381,10.78,-.5,1.17,32,1,17.5,91,7/16/14
352016850081381,10.74,7.5,-.39,32,1,17.7,94,7/16/14
352016850081381,10.82,-6,-.39,33,1,17.4,93,7/16/14
352016850081381,11.02,9.5,.61,33,1,18.1,94,7/16/14
352016850081381,10.29,8,-.95,34,1,18.6,99,7/16/14
352016850081381,8.75,16.5,.65,32,1,18.6,98,7/16/14
352016850081381,0,-.5,-.07,34,1,18.3,37,7/15/14
352016850081381,10.68,3.5,.09,32,1,18.6,77,7/15/14
352016850081381,12.57,9,.29,34,1,18.5,49,7/15/14
352016850081381,11.09,-2,-.39,32,1,18.6,70,7/15/14
352016850081381,11.79,23,-.95,33,1,17.4,93,7/18/14
352016850081381,16.61,5,-.39,55,1,18.4,82,7/18/14
352016850081381,16.14,4,-.95,51,1,18.5,91,7/18/14
352016850081381,9.71,11,.61,35,1,18.3,89,7/18/14
352016850081381,12.79,11.5,.61,45,1,18.4,93,7/18/14
352016850081381,8.93,14,.49,29,1,17.7,102,7/19/14
352016850081381,8.85,1,-.39,30,1,17.7,105,7/19/14
352016850081381,0,-5.5,.61,31,1,18.5,32,7/18/14
352016850081381,17.35,6.5,.05,32,1,18.6,44,7/18/14
352016850081381,13.2,14.5,.05,46,1,18.3,81,7/19/14
352016850081381,11.74,15,.77,40,1,18.6,91,7/19/14
352016850081381,11.29,16,-.95,38,1,18.6,99,7/19/14
352016850081381,10.9,15.5,.61,38,1,18.6,99,7/19/14
352016850081381,10.13,9,-.95,36,1,18.6,92,7/19/14
352016850081381,7.47,9.5,-.95,38,1,18.1,88,7/26/14
352016850081381,8.39,15,-.15,39,1,18.3,94,7/26/14
352016850081381,8.77,-3,1.17,38,1,17.4,91,7/26/14
352016850081381,13.03,-3,.61,42,1,18.1,47,7/26/14
352016850081381,13.88,13,.93,41,1,18.6,65,7/26/14
352016850081381,12.05,16.5,-.39,38,1,18.6,81,7/26/14
352016850081381,11.79,-2,.61,38,1,18.5,88,7/26/14
352016850081381,11.42,6,.49,38,1,18.6,94,7/26/14
352016850081381,10.18,9,.61,36,1,18.6,90,7/26/14
352016850081381,9.65,31.5,.61,36,1,18.6,90,7/26/14
352016850081381,8.03,7,-.39,40,1,18.4,92,8/1/14
352016850081381,14.13,-6,.61,37,1,18.5,95,8/2/14
352016850081381,12.53,7,-.39,37,1,18,92,8/2/14
352016850081381,11.77,2,-.39,37,1,17.6,94,8/2/14
352016818128522,42.18,5.5,-.84,55,1,17.9,89,7/30/14
352016818128522,18.91,8,.16,50,1,17.1,93,7/30/14
352016818128522,42.18,6,.16,55,1,17.4,91,7/30/14
352016818128522,33.61,18.5,.04,53,1,17.1,92,7/30/14
352016818128522,25.32,13.5,-.52,56,1,17.2,85,7/30/14
352016818128522,26.51,19.5,.16,48,1,17.1,93,7/30/14
352016818128522,22.85,5.5,-.64,54,1,17.9,88,7/30/14
352016818128522,52.14,-1,1.16,58,1,17.1,87,7/30/14
352016818128522,20.28,24,-.84,50,1,17.1,90,7/30/14
352016818128522,20.88,23.5,1.04,43,1,17.8,98,7/31/14
352016818128522,32.32,3,.16,58,1,17.2,94,7/30/14
352016818128522,23.18,15.5,.04,41,1,17.8,85,7/31/14
352016818128522,23.81,9.5,-.52,56,1,17.3,94,7/30/14
352016818128522,30.27,13,-.84,58,1,17.1,93,7/30/14
352016818128522,26.6,22.5,1.16,55,1,17.2,93,7/30/14
352016818128522,19.36,12.5,.32,44,1,17.8,97,7/31/14
352016818128522,14.73,23.5,1.16,50,1,17.5,97,7/31/14
352016818128522,14.53,22,-.84,51,1,17.6,97,7/31/14
352016818128522,15.88,3.5,.16,60,1,17.2,95,7/30/14
352016818128522,16.14,3,.16,58,1,17.1,94,7/30/14
352016818128522,13.71,7.5,-.84,60,1,17.1,94,7/30/14
352016818128522,13.68,22,-.84,58,1,17.2,95,7/30/14
352016818128522,15.77,5,.16,60,1,17.1,96,7/30/14
352016818128522,15.53,6,.16,61,1,17.2,95,7/30/14
352016818128522,15.17,6.5,.16,61,1,17.2,94,7/30/14
352016818128522,15.2,7,.16,61,1,17.2,94,7/30/14
352016818128522,11.72,6,.16,61,1,17.3,94,7/23/14
352016818128522,11.87,17,.16,61,1,17.2,94,7/23/14
352016818128522,11.95,14.5,-.08,56,1,17.2,96,7/23/14
352016818128522,14.37,11,1.08,56,1,17.2,94,7/23/14
352016818128522,13.84,19.5,-1.08,55,1,17.3,95,7/23/14
352016818128522,11.53,8.5,-.84,50,1,17.3,94,7/24/14
352016818128522,11.52,23,-.96,49,1,17.3,96,7/24/14
352016889385480,20.21,11,1.09,39,11.44,22.6,100,8/6/14
352016889385480,10.66,10.5,.09,47,9.81,22.3,99,8/6/14
352016889385480,23.75,8,.09,40,9.73,22.5,97,8/6/14
352016818128522,25.73,14.5,.6,53,1,17.1,92,7/23/14
352016818128522,23.93,15,.16,52,1,17.1,92,7/23/14
352016818128522,16.13,12.5,-.84,54,1,17.3,101,7/25/14
352016818128522,16.04,6,-.84,54,1,17.4,101,7/25/14
352016818128522,15.91,19.5,-.84,54,1,17.5,102,7/25/14
352016818128522,15.91,8.5,-.84,57,1,17.4,101,7/25/14
352016818128522,14.75,18.5,-.84,57,1,17.4,101,7/25/14
352016818128522,14.8,5.5,-.84,57,1,17.3,102,7/25/14
352016818128522,14.92,4.5,-.84,55,1,17.4,100,7/25/14
352016818128522,19.35,13,-.96,53,1,17.3,94,7/24/14
352016818128522,18.1,17.5,-.84,54,1,17.2,94,7/24/14
352016818128522,17.01,21.5,1.16,55,1,17.2,91,7/24/14
352016818128522,18.1,8,-.84,55,1,17.2,95,7/24/14
352016818128522,17,5,.16,56,1,17.3,93,7/24/14
352016818128522,17.03,15,.48,55,1,17.2,95,7/24/14
352016818128522,22.4,19.5,.04,55,1,17.3,93,7/24/14
352016818128522,21.22,27,-.84,55,1,17.2,92,7/24/14
352016850081381,13.75,4,.61,31,1,18,61,7/31/14
352016850081381,11.57,17,1.05,54,1,18.1,99,7/30/14
352016850081381,10.96,14.5,-.95,51,1,18.3,100,7/30/14
352016850081381,13.31,30,.05,33,1,18.4,100,7/31/14
352016850081381,13.31,30,.05,33,1,18.4,100,7/31/14
352016850081381,12.57,14,-.39,35,1,18.6,77,6/2/14
352016850081381,12.57,-1.5,-.39,35,1,18.6,84,6/2/14
352016850081381,11.91,13.5,-.95,35,1,18.6,90,6/2/14
352016850081381,11.14,9.5,-.39,34,1,18.6,94,6/2/14
352016850081381,10.65,11.5,-.39,33,1,18.6,92,6/2/14
352016850081381,10.27,3,.61,33,1,18.6,92,6/2/14
352016850081381,9.98,23.5,-1.15,33,1,18.6,93,6/2/14
352016850081381,9.76,20,-.95,33,1,18.5,91,6/2/14
352016850081381,9.59,24,-.95,33,1,18.6,91,6/2/14
352016850081381,14.74,8.5,.61,50,1,18.3,84,6/3/14
352016850081381,7.78,3.5,-.39,29,1,17.4,105,6/3/14
352016850081381,10.13,12.5,-.39,30,1,17.6,93,6/3/14
352016850081381,0,0,.61,30,1,18.6,35,6/3/14
352016850081381,9.47,15,.61,32,1,17.5,61,6/3/14
352016850081381,9.55,-1,-.39,32,1,17.5,71,6/3/14
352016850081381,10.04,-7,.61,37,1,17.5,94,6/5/14
352016850081381,8.52,8.5,.05,34,1,17.5,91,6/5/14
352016850081381,15.42,0,-.91,35,1,17.6,85,6/6/14
352016850081381,13.38,13.5,-.95,36,1,17.4,94,6/6/14
352016850081381,18.04,3.5,.61,45,1,17.6,91,6/6/14
352016850081381,7.22,25.5,-.95,34,1,18.4,92,6/5/14
352016850081381,14.41,5.5,.37,47,1,17.5,92,6/6/14
352016850081381,9.4,20,.49,35,1,17.5,92,6/6/14
352016850081381,18.51,1.5,.61,42,1,17.6,90,6/6/14
352016850081381,13.92,-4.5,.61,46,1,17.5,93,6/6/14
352016850081381,10.2,2,.61,47,1,17.5,94,6/6/14
352016850081381,10.15,13,-1.19,46,1,17.6,93,6/6/14
352016850081381,10.06,28.5,.61,45,1,17.5,94,6/6/14
352016850081381,7.5,14,-.39,29,9.5,18.1,85,6/12/14
352016850081381,7.38,6.5,-.19,29,5.8,18.9,82,6/12/14
352016850081381,7.27,14,.05,30,3.59,18.5,83,6/12/14
352016850081381,14.03,25,-.95,23,7.66,18.4,67,6/13/14
352016850081381,20.64,37,-.51,23,7.65,19,31,6/13/14
352016850081381,16.18,22,-.51,23,9.56,19.2,53,6/13/14
352016850081381,12.86,20,.61,23,8,17.7,76,6/13/14
352016850081381,12.1,22,1.05,24,9.38,17.3,81,6/13/14
352016850081381,11.51,10.5,.37,24,10.73,17.6,81,6/13/14
352016850081381,11.35,1.5,.05,25,4.55,18.8,81,6/13/14
352016850081381,10.48,14,-1.07,27,5.37,18,81,6/13/14
352016850081381,10.11,20.5,.49,26,8.53,17.7,82,6/13/14
352016850081381,16.2,24,.49,34,9.65,18.8,77,6/12/14
352016850081381,11.9,23,-.51,31,7.63,18.6,81,6/12/14
352016850081381,5.82,18,.49,38,5.87,17.4,92,6/19/14
352016850081381,6.03,14.5,.61,38,4.27,17.5,91,6/19/14
352016850081381,5.97,17,.61,38,4.92,17.4,89,6/19/14
352016850081381,5.92,16.5,.61,39,5.89,17.8,91,6/19/14
352016850081381,5.86,15,.61,38,4.93,17.5,89,6/19/14
352016850081381,5.77,12.5,-.51,38,3.71,17.4,94,6/19/14
352016850081381,33.69,26.5,-.51,30,4.61,18.3,34,6/22/14
352016850081381,25,25.5,-.95,31,9.68,19,51,6/22/14
352016850081381,16.92,21.5,.49,32,7.91,18.6,78,6/22/14
352016850081381,8.33,16.5,.05,37,5.23,18.4,81,6/22/14
352016850081381,8.26,19,.05,40,6,18,81,6/22/14
352016850081381,6.57,25.5,.37,37,9.97,18.7,81,6/22/14
352016850081381,6.36,17.5,.49,40,13.52,18.9,82,6/22/14
352016850081381,13.66,22.5,-.95,26,5.19,19.1,70,6/24/14
352016850081381,10.34,26.5,.61,28,1,19,95,6/29/14
352016850081381,10.03,26,.93,28,1,18.8,98,6/29/14
352016850081381,9.75,13,-.95,28,1,18.8,99,6/29/14
352016850081381,8.82,19.5,.61,27,1,18.9,99,6/29/14
352016850081381,8.7,-2.5,.61,27,1,18.7,99,6/29/14
352016850081381,8.61,16,-.39,27,1,19,99,6/30/14
352016850081381,11.36,19.5,-.95,29,1,19,69,6/29/14
352016850081381,11.11,2.5,-.39,28,1,18.8,78,6/29/14
352016850081381,9.5,8,-.87,28,1,19,98,6/29/14
352016850081381,9.28,36,-.07,28,1,18.8,99,6/29/14
352016850081381,9.09,12,.69,28,1,18.7,98,6/29/14
352016850081381,8.95,12.5,-1.07,27,1,19,99,6/29/14
352016850081381,8.54,10,.97,28,1,18.8,100,6/30/14
